sesja;id;wtp_delay;wtp_risk;wtp_qual;wtp_legal;wtp_ilegal;PISF;Hip;imp_price;imp_delay;imp_qual;imp_legal;imp_qual;judge_good;judge_comf;judge_wise;judge_attr;judge_legal;judge_friends_ok;piracy_impp_ok;piracy_willing_yes;piracy_tech_diff;freq_cinema;freq_dvd;freq_movie_tv;freq_movie_int;freq_movie_il;sex;age;edu;rok_studiow;exp_count;siblings;pop_origin;income
7;768;-1.8978551223664;-13.4615839484128;8.15435441374056;14.715066490625;12.6059788245923;0;1;3;4;2;5;1;3;5;3;3;1;4;4;4;1;5;3;5;2;4;2;25;2;2;2;1;5;5
7;769;-1.2959921394673;-16.7623221983114;6.93406252816361;15.8216300933548;13.1725690269513;0;1;2;4;1;3;5;3;2;3;3;2;4;4;5;1;4;2;4;5;4;1;26;1;5;5;1;5;7
7;770;-1.14394287922563;-23.8898542799833;10.193197979952;20.9317616006856;17.1070777918278;0;1;1;5;3;4;2;4;5;5;5;5;5;5;5;1;2;4;5;5;6;1;26;2;3;8;0;5;4
7;771;-1.43883360105365;-10.3818245601078;3.13869758682447;6.39445357360462;5.53419742373048;0;1;1;5;2;4;3;2;5;3;5;2;5;5;5;4;3;1;1;5;5;2;25;3;7;4;1;4;6
7;773;-2.27025754531069;-20.2204618924193;21.8829542476046;53.3612915125569;49.1864946462028;0;1;2;3;1;5;4;2;3;3;2;2;5;3;4;3;2;1;2;2;6;1;34;3;7;4;1;1;7
7;774;-1.46318587919039;-16.9064278937381;6.07989405439595;12.1233594244149;11.3902395635674;0;1;1;4;3;5;2;3;5;4;5;5;5;2;5;2;4;1;4;4;5;2;23;1;6;5;2;3;5
7;775;-1.51108964740517;-15.3977695962249;7.10731813370305;22.9417236623102;18.3070957348607;0;1;3;4;2;5;1;1;4;2;2;1;4;3;5;1;4;1;3;3;4;2;25;1;5;1;2;1;7
8;850;-1.30600682380192;-6.30613203117664;4.28307039784643;42.802688828372;48.6483081353492;1;0;1;5;3;4;2;5;5;5;5;3;5;4;5;1;3;1;2;3;5;1;24;1;4;5;1;5;9
8;851;-1.08192736733312;-13.125271748815;5.83591717452511;42.2327951815817;38.8775081079155;1;0;1;2;4;5;3;2;4;3;3;1;4;4;3;2;4;1;3;4;4;2;21;1;2;4;2;1;4
8;852;-1.13241930876892;-7.74641011659007;3.61990600088286;12.4951312611981;7.95403910571006;1;0;2;4;1;5;3;4;5;4;5;2;3;1;5;1;3;1;5;1;5;1;25;1;5;10;1;1;4
8;853;-3.38461472477891;-8.11908662795186;16.2144983230256;19.2134089329982;5.57546384854905;1;0;4;5;2;3;1;3;5;2;4;3;3;4;3;1;3;1;3;1;3;2;21;1;2;3;3;5;1
8;855;-0.967506925827345;-12.3502759147364;4.2302026783061;17.2171434596864;13.4010844871053;1;0;1;5;2;4;3;1;2;2;2;1;4;2;3;2;3;1;4;3;3;1;22;1;3;4;2;1;3
8;856;-2.28209018714252;-19.9493330659998;18.5509527822108;28.8928868501695;24.3634526128694;1;0;1;5;3;4;2;2;4;4;4;3;5;4;5;2;2;2;4;4;4;2;23;1;4;5;1;5;4
8;859;-2.15058284353671;-7.34929001161642;5.2799787321347;23.3292300223659;22.5675168033474;1;0;1;3;5;4;2;2;4;2;3;1;1;1;3;1;2;1;3;3;1;2;21;2;2;2;3;5;8
8;860;-0.887182722364308;-15.8826939471441;2.92484228473998;8.10406365444729;7.06878090366581;1;0;3;2;1;4;5;3;4;3;5;2;5;3;4;1;3;1;3;4;5;1;24;3;7;12;0;5;6
8;862;-1.58451027340482;-5.59614279820635;2.98095689758212;10.7059712599139;11.3448154874132;1;0;1;5;3;4;2;3;5;4;4;1;5;5;5;1;2;2;1;3;3;1;20;1;2;0;1;2;3
8;863;-1.94452121228226;-11.014442687642;12.154577946667;24.1566241048058;12.6509705964418;1;0;3;5;2;4;1;3;5;4;4;1;3;3;3;1;3;1;3;1;5;1;26;3;7;5;2;3;9
8;864;-6.88883452658588;-7.97478676386647;44.5979635881294;82.4043359372876;72.9074590515953;1;0;1;2;5;4;3;3;4;4;5;3;5;4;4;1;3;1;3;2;3;2;25;2;5;1;2;5;4
8;865;-1.82304082843428;-18.6226201391511;12.9110260144185;32.4819948582421;28.4927817629398;1;0;2;3;1;4;5;3;5;2;5;2;4;3;1;1;3;2;5;5;5;1;26;3;7;6;2;5;4
8;866;-0.96797178289507;-15.9846969534767;3.87055515801691;8.43887514719886;7.26936404460196;1;0;3;2;1;5;4;2;5;3;5;1;4;1;4;2;3;2;2;1;5;2;25;2;4;5;1;5;6
8;868;-6.00798144276405;-6.45020373281243;15.853045309567;22.0031055900621;17.3902742381003;1;0;3;5;1;2;4;3;5;3;5;1;5;3;4;1;4;2;3;3;5;1;25;3;7;1;1;3;5
8;869;-3.11035327786679;-9.991774272323;17.6036570214297;61.5745413728397;57.408038935111;1;0;1;3;4;2;5;1;1;3;5;1;3;5;5;3;3;1;3;1;2;2;26;3;7;5;0;5;9
8;870;-3.31172993423896;-11.2321717101195;20.6911890845984;48.3927443431543;41.031763446437;1;0;1;3;5;4;2;4;5;5;4;1;5;5;5;1;5;3;2;2;5;2;23;2;2;3;1;2;6
8;871;-1.99848004264325;-10.7970540270954;7.78532185624792;23.9033877105115;21.9703766644325;1;0;2;4;3;5;1;3;5;4;4;4;4;3;4;2;3;2;4;2;3;2;24;2;2;5;2;4;4
8;872;-2.4485376638825;-11.576116469706;12.4726022083732;37.9218018670321;32.4385715393964;1;0;2;5;4;3;1;3;4;4;4;3;4;4;4;2;3;1;3;4;4;2;23;1;5;10;1;5;6
8;873;-1.55076884879583;-6.04503848382024;2.47287925184143;12.2937681039477;13.3505420839196;1;0;3;4;1;5;2;3;4;3;4;3;4;4;5;1;3;1;3;4;4;1;23;1;5;8;1;4;5
8;875;-0.818548221860612;-21.253997062762;4.05578108455729;12.4586744358507;11.2440696741411;1;0;2;5;1;4;3;3;5;5;5;3;5;4;5;1;2;1;4;3;4;1;25;1;6;5;1;5;2
9;952;-1.79145782107055;-7.12195006620011;7.74940301683374;20.4912107527899;46.0046458293928;1;1;1;4;3;2;5;1;4;2;1;3;4;3;2;1;2;3;4;2;1;1;23;3;7;99;1;5;6
9;953;-1.67176478343991;-9.12732706456749;10.6690079648086;113.177792827078;123.402793176674;1;1;2;5;4;3;1;3;4;3;4;3;4;3;5;1;3;1;3;3;3;2;22;1;2;3;3;1;4
9;954;-1.80725941464792;-8.1791959981443;4.98085301651976;23.3741956955846;21.6351836537104;1;1;1;2;3;5;4;5;5;5;5;5;5;5;5;1;1;1;1;1;5;2;22;1;3;5;1;2;4
9;955;-3.91068611103184;-4.45855977429968;14.508257875661;-19.240544518328;6.90069756727998;1;1;1;3;5;4;2;3;2;2;4;2;4;3;2;5;3;1;5;1;1;2;26;3;7;8;0;5;7
9;956;-2.43544038844861;-6.27240587406484;11.6496492350476;14.347248057572;11.5776471936955;1;1;1;4;2;5;3;2;4;3;4;2;5;4;4;1;4;1;3;5;4;2;20;1;1;0;1;2;4
9;957;-1.15788176472659;-15.9721488679976;6.34605002171285;17.0281562855768;13.6083529922655;1;1;2;5;3;1;4;2;5;3;4;1;4;3;4;2;2;2;3;5;6;2;21;1;3;0;1;2;5
9;958;-1.3887216873104;-5.59162579887049;4.53009028885238;-3.85158095420808;-1.90290051439466;1;1;2;5;3;4;1;1;5;3;4;1;4;2;4;1;4;1;3;2;4;2;24;2;5;7;1;2;4
9;959;-1.40634443940768;-10.9408998186763;6.85497884557268;12.7453063614385;8.51975672408583;1;1;4;5;2;1;3;1;5;1;5;1;5;1;5;1;3;2;2;2;2;2;27;2;7;2;0;5;7
9;963;-8.60256627045308;-3.7541652160939;19.6179439996021;15.9475804446213;13.978415477197;1;1;1;5;3;4;2;4;5;4;5;1;5;3;5;1;3;1;1;1;4;1;23;1;4;0;1;2;4
9;964;-2.90876509017353;-8.95979971892439;17.4150745908821;84.4839498768089;76.9506235997671;1;1;1;5;3;4;2;2;5;3;4;1;5;4;4;1;2;1;4;3;5;2;22;1;3;5;2;2;3
9;965;-6.06547654350276;-6.5426724393571;15.9146551212858;39.7106340074729;39.12674218611;1;1;1;4;3;5;2;2;4;2;5;1;4;4;5;1;3;1;2;1;5;2;20;1;2;2;1;5;5
9;966;-3.89122994652406;-3.64356506238859;10.6545276292335;-9.63910873440285;-3.38903743315508;1;1;2;5;1;3;4;2;5;3;4;2;4;3;5;1;3;3;3;2;2;2;27;3;7;5;1;2;5
9;967;-1.37959669181556;-8.22957921901041;9.04614164620706;88.8364455834125;97.9216322288131;1;1;1;5;2;4;3;5;5;5;5;5;5;5;5;1;2;2;1;4;6;1;23;2;4;3;4;1;3
9;968;-1.59702183166137;-7.33173236526178;5.8234549653674;-36.9782766133703;-44.2940742049723;1;1;2;3;1;5;4;2;5;3;4;1;5;5;4;1;3;1;2;3;3;2;22;2;4;5;0;3;4
9;969;-3.54572263513964;-7.63649626595144;15.5362218278379;88.2747761572437;87.3138720979022;1;1;2;5;1;4;3;3;4;3;1;2;3;3;4;2;4;1;2;3;4;1;31;3;7;6;1;3;4
9;970;-1.31746731570376;-5.25773130944133;3.53016492860292;-18.1640108332808;-19.6899378256058;1;1;2;3;4;5;1;3;5;4;5;3;5;4;5;1;3;1;3;3;3;2;24;2;5;1;1;1;5
9;971;-0.979795851925618;-8.16485770917517;4.30041940364249;13.8634209165597;10.068883218109;1;1;1;5;2;4;3;2;4;3;5;2;4;3;4;1;3;1;5;4;3;1;19;1;1;0;1;5;5
9;972;-2.44850115126727;-7.46741011090028;12.7767774201927;109.438410502727;114.867417154983;1;1;3;4;1;5;2;4;5;3;5;2;5;4;5;1;2;1;1;1;3;1;25;2;3;3;1;5;6
9;973;-1.77563188554158;-9.702154626109;10.245822974554;68.9466644730428;68.1758494199083;1;1;1;3;2;5;4;3;5;4;5;1;5;4;5;1;4;2;1;4;5;1;29;3;7;5;3;4;7
9;974;-3.83802522225584;-4.91901582989462;15.9937298424736;26.0498973213424;27.5116358416109;1;1;2;5;4;1;3;3;5;3;4;2;5;5;5;1;5;1;5;5;5;1;22;1;3;1;2;3;5
10;1050;-4.70364236251483;-7.62608357071131;31.1367874701686;103.182945300289;96.1113481268409;0;1;2;4;5;3;1;2;5;4;5;1;5;5;3;1;3;1;3;2;4;2;21;1;3;4;1;4;5
10;1052;-1.6974914234263;-5.44578807599813;5.56858409601204;10.6979336441035;29.6262779379751;0;1;1;5;3;4;2;5;2;4;5;2;5;5;5;3;3;2;3;4;3;1;26;3;7;1;2;2;6
10;1053;-2.81813268026412;-5.8499631313957;13.9357652153894;53.4277792421416;84.5882560983341;0;1;1;3;4;5;2;1;3;3;5;1;5;2;1;1;1;1;3;1;1;2;25;2;4;1;0;5;4
10;1054;-3.32901815130822;-7.3315013231577;17.5120609690726;86.5817613993902;88.8943740902629;0;1;2;1;3;5;4;2;5;5;1;3;2;2;4;1;4;2;1;4;2;2;28;3;7;5;3;3;6
10;1055;-1.27210813621003;-6.85152539168656;8.44265897866106;-15.1660089325803;31.2201715622563;0;1;1;4;5;2;3;2;4;2;3;1;2;2;3;2;3;1;3;3;2;2;24;1;5;3;2;2;3
10;1056;-1.41300246291603;-7.77106099159141;6.56130009331545;65.6476755273853;68.3539511190206;0;1;1;5;3;4;2;1;5;3;2;3;2;2;4;1;3;1;2;1;4;1;22;2;1;0;3;5;9
10;1057;-1.56043575376694;-7.52816688119936;6.9931854319679;32.766146740365;31.6792231392443;0;1;4;5;2;1;3;1;5;3;1;1;5;4;1;1;2;4;3;1;1;2;23;2;3;3;3;4;9
10;1058;-1.33573021231632;-11.235146364833;8.40846713171492;33.5258970386754;24.9524280712437;0;1;2;5;4;3;1;4;5;5;5;1;5;1;5;1;3;2;3;2;6;1;23;2;4;4;1;2;3
10;1059;-1.29021993971196;-7.92774881699745;7.54270403036731;97.8974330347558;112.105701599952;0;1;2;5;4;3;1;2;5;3;4;1;4;3;4;1;2;1;4;6;5;2;21;1;3;0;2;1;3
10;1060;-4.04325578478711;-6.48980999561046;11.2865742772935;25.6015551514391;28.6991283627014;0;1;1;5;4;3;2;2;5;4;4;1;4;3;5;1;3;1;3;1;5;2;24;2;5;4;1;1;3
10;1061;-1.38752342113965;-6.19924107634898;7.09678638346113;-33.0317582780936;-26.1906126497772;0;1;2;3;1;4;5;2;1;3;2;1;3;2;3;4;3;1;3;3;1;2;21;1;3;1;1;5;6
10;1064;-2.52267998335414;-5.09218739733228;9.48145957903498;-23.0591147031123;-31.6337034846792;0;1;1;5;3;4;2;3;5;3;4;2;5;5;5;1;3;2;4;2;4;2;20;2;2;1;2;5;8
10;1065;-1.26627415602298;-8.65988319642942;6.45539148188595;49.2940506148806;47.5532026019657;0;1;2;4;1;5;3;2;4;2;4;1;3;3;4;1;4;2;4;2;4;2;23;2;1;0;3;4;9
10;1066;-1.64071621276313;-7.35854543811773;6.83075993488975;22.0702857538149;20.1332134280717;0;1;2;4;3;5;1;2;4;3;4;1;4;4;4;1;4;1;3;4;4;2;22;1;2;1;2;1;5
10;1067;-2.25764026116058;-15.3168050542363;4.62410994653812;0.519720815399274;-0.112053095766702;0;1;3;5;4;2;1;2;5;2;4;1;2;2;4;1;3;2;4;1;2;1;22;2;4;1;1;1;6
10;1068;-1.30458083080667;-9.32820918869856;5.3197504876306;15.8281995326471;18.4067515111721;0;1;1;4;3;5;2;2;5;3;5;2;4;4;5;1;5;4;2;2;5;2;24;2;3;3;0;5;7
10;1069;-1.5466236698133;-8.89463646873549;7.05961603233412;87.9268203872448;95.723603360855;0;1;4;5;2;1;3;1;1;1;1;1;3;1;1;2;3;1;5;1;1;1;40;3;7;7;1;5;7
10;1070;-0.772019117373223;-5.89339926482252;2.31578838474748;-23.3246436182319;-24.3645128587094;0;1;1;3;4;5;2;4;4;3;5;1;5;2;4;1;2;2;6;3;2;2;36;3;7;6;1;5;6
10;1072;-1.56296132508838;-8.12476242767243;9.63161072174784;120.723263330758;130.602793974793;0;1;1;5;2;3;4;3;5;4;4;3;4;3;4;1;2;2;3;2;3;1;25;1;5;10;1;5;7
11;1150;-1.36445655774571;-7.20813392619085;5.83193512680813;19.5832850806202;11.4648446442182;1;0;1;4;3;5;2;4;5;4;5;3;5;5;5;1;4;1;4;1;4;1;21;1;3;2;0;5;7
11;1151;-1.13653776942456;-8.78657975766785;4.9739273003559;47.8027752229376;49.869476546567;1;0;1;4;3;5;2;2;5;4;4;2;5;5;5;1;3;1;3;3;4;2;23;1;5;3;1;3;3
11;1153;-2.10576502138447;-6.17152916929662;7.35102877363445;23.1097902730537;20.7611895445362;1;0;2;4;3;5;1;3;4;4;4;1;5;5;5;1;2;1;3;1;4;2;22;1;3;3;2;3;4
11;1154;-0.933324162298358;-10.2755654667091;4.27395812215819;10.0506096324828;2.30052998928437;1;0;1;5;2;3;4;3;2;2;2;2;5;5;5;1;2;1;3;2;5;1;22;2;3;3;1;3;4
11;1155;-0.998180155607929;-9.76838548348323;7.41227114333409;101.052364337341;115.423293558874;1;0;1;4;2;3;5;1;3;3;1;1;2;4;4;1;3;3;3;2;3;1;25;2;4;7;1;3;5
11;1156;-2.05716493259495;-8.4862707669072;12.2644494322314;33.929070873189;23.2185559657661;1;0;1;3;4;5;2;2;5;3;5;1;4;3;5;1;2;1;2;2;4;1;24;2;5;3;1;1;4
11;1157;-1.79508762319131;-4.50783525681206;7.87650055044325;-90.964829573288;-63.0244354664546;1;0;1;3;4;5;2;4;5;3;4;1;4;4;3;1;3;1;5;4;1;1;23;1;3;3;2;1;4
11;1158;-2.00942843332729;-6.90538336052202;12.3501299015165;42.4004591867561;43.6218355386382;1;0;1;5;3;4;2;2;5;2;4;2;5;2;5;1;4;3;5;4;2;2;23;2;4;0;3;1;5
11;1159;-3.36427769136192;-4.02376455831653;15.6914469558193;-44.3409028902267;-67.4428739985898;1;0;2;4;3;5;1;3;5;4;5;1;4;4;4;2;4;1;4;4;4;2;21;1;3;2;2;4;4
11;1160;-1.38208813061918;-10.7392915140867;9.29805705900903;52.3412042072385;49.2724429313374;1;0;2;5;4;3;1;3;4;3;4;1;5;4;4;2;3;1;4;2;2;2;22;1;3;4;2;2;4
11;1164;-1.94471775048986;-3.5662012204391;5.20654419957336;-46.3389332767604;-40.1864569012607;1;0;1;4;5;3;2;2;5;3;5;1;4;3;4;2;3;2;2;3;2;1;25;1;5;4;0;4;7
11;1165;-9.71944934744739;-3.52106478391354;29.5996347880831;9.08373999416584;-10.7560183331108;1;0;2;4;3;5;1;1;5;3;5;3;4;4;3;2;4;2;4;5;2;2;20;1;2;1;1;2;7
11;1167;-2.14861768119186;-5.20683825132105;3.70082650470395;-16.8973967752767;-15.1468327137984;1;0;5;3;1;2;4;2;4;3;4;1;2;4;4;2;5;3;4;1;4;2;22;2;3;0;1;3;9
11;1168;-2.13318256271254;-7.43941598556593;9.76544636695463;47.1851069667667;44.09608301253;1;0;1;5;2;4;3;3;5;3;4;3;5;5;5;1;3;1;3;3;6;1;23;2;2;3;0;5;4
11;1170;-1.84368709509072;-9.30666722741445;14.4298819944524;100.908220243887;101.355544043234;1;0;1;5;3;2;4;1;1;1;1;1;3;2;3;1;3;2;5;2;2;1;28;2;6;3;1;5;7
11;1172;-4.65290055248619;-16.3396255371394;11.2889042357274;0.524152854511971;0.592885205647637;1;0;1;5;4;3;2;3;4;2;4;1;5;5;3;1;3;1;4;4;3;2;21;1;2;0;1;3;7
11;1173;-1.9691544809765;-5.57912304912039;7.84290772938868;-30.8821650915838;-29.283140086401;1;0;1;4;5;3;2;3;5;3;4;4;5;3;3;3;2;1;3;5;1;2;22;1;3;1;0;1;6
11;1174;-3.51341168487373;-6.09350897334233;13.7921593226892;42.4366697833694;31.4445720056969;1;0;1;5;4;3;2;4;4;3;4;2;4;3;2;1;2;1;3;2;5;2;21;1;3;0;1;4;7
11;1175;-0.931573695993024;-11.2034343112512;4.65382712736968;31.2286718036003;26.5813678553162;1;0;2;3;4;5;1;2;5;3;4;1;4;4;3;2;3;2;2;5;4;2;21;1;3;1;1;5;4
12;1251;-1.25705243385589;-6.55332437118045;5.4873631013609;-15.7038227703575;-17.4631495039685;0;0;1;5;3;4;2;2;5;3;5;2;4;3;3;1;5;4;5;2;4;1;24;1;5;2;1;5;8
12;1252;-1.92210335885269;-7.37842441396063;7.83009508664301;30.6215828807569;34.9907539455303;0;0;5;3;4;1;2;1;5;1;5;1;4;4;3;1;4;4;5;5;4;2;23;1;5;4;1;5;8
12;1253;-1.46238857930583;-7.08738809254002;5.91159554044634;13.8572685817981;25.7933309189749;0;0;2;4;1;5;3;5;5;5;5;3;5;5;5;1;3;1;2;1;5;1;24;2;3;3;0;5;7
12;1254;-0.895500832716926;-6.87345425502466;3.75580292517346;12.9849384878587;7.33206118994568;0;0;2;5;1;3;4;2;5;4;3;1;3;2;5;1;3;1;2;5;5;1;23;1;5;2;2;4;7
12;1255;-1.31810022997675;-9.84048089447869;6.7986176465089;40.815264473266;50.9753756598588;0;0;2;1;3;5;4;3;4;2;3;2;4;3;4;1;3;3;4;4;3;2;20;1;2;1;1;5;7
12;1256;-2.39400263740096;-6.60361062371263;11.3315060431357;93.9478731867868;115.767461883017;0;0;2;5;1;4;3;3;4;3;5;4;5;4;5;1;5;1;1;5;5;1;20;1;1;2;3;2;4
12;1257;-1.71153695367539;-6.93193572190411;6.27650193283259;50.8228098949858;56.8070185614226;0;0;2;3;4;5;1;2;5;4;4;2;4;3;5;1;2;1;4;4;4;2;26;3;7;2;0;5;3
12;1258;-1.54034397899281;-6.99340405528453;5.36496608963167;10.7488411886449;7.83566928692518;0;0;2;3;5;4;1;1;4;3;3;1;3;1;2;3;2;1;3;3;1;2;26;3;7;4;1;2;3
12;1259;-0.948722354627136;-8.39070465952654;5.56185982414871;3.20508480692271;3.72856629820489;0;0;3;5;1;4;2;5;5;5;5;5;5;3;5;1;4;1;4;3;4;2;28;3;7;7;0;2;5
12;1261;-1.83136062037774;-7.13453174765234;7.43785543452494;44.8512309212487;50.0415431520691;0;0;1;5;4;3;2;3;5;3;4;2;3;4;4;1;5;4;5;2;2;2;20;1;1;1;0;5;6
12;1262;-4.4157942880374;-5.08931293830674;17.2159772334587;7.14000406545381;9.4165057424535;0;0;1;5;3;4;2;3;5;3;5;2;4;3;4;1;3;1;3;1;4;1;26;3;7;1;2;3;4
12;1263;-2.49398753522492;-7.88464119041584;18.6556009482771;18.8949812879274;-3.02541412575109;0;0;1;5;2;3;4;4;5;3;5;4;5;4;5;1;2;1;3;1;4;2;23;2;1;0;1;5;3
12;1264;-1.5271267504383;-8.13345877071367;8.07427946861498;2.36256904557558;-20.006895388159;0;0;3;5;2;4;1;3;4;4;4;2;5;5;5;2;3;1;1;1;3;1;25;2;4;3;0;4;7
12;1265;-2.33520353589376;-7.4519835583631;18.2411014013065;114.103547330252;124.943994833397;0;0;1;5;3;4;2;4;5;4;4;3;5;4;5;1;4;1;4;3;3;2;25;2;4;1;1;5;4
12;1267;-2.83419144048058;-4.87586815446459;9.13617802698069;-47.2366123360742;-54.1516398546827;0;0;3;5;2;4;1;3;5;4;5;3;5;5;5;1;4;1;2;1;3;2;23;1;4;8;1;3;3
12;1269;-1.56044827452244;-5.99211817481701;5.87609606274381;-5.35141422659162;-10.4928825907415;0;0;5;3;4;1;2;2;4;2;5;1;5;4;4;1;4;2;6;5;2;2;25;3;7;7;2;5;5
12;1270;-1.51851928703339;-5.45568512716231;5.84272266373401;40.0742846471479;46.432400279432;0;0;2;5;4;3;1;1;5;1;4;1;3;4;1;2;3;3;4;1;2;1;29;2;2;3;3;5;6
12;1272;-1.49053345751443;-7.98554695201126;10.343129590225;106.297885069036;108.880308005375;0;0;2;4;1;5;3;1;5;3;4;1;4;3;5;2;3;1;4;1;4;2;23;1;4;0;1;1;1
12;1274;-2.34569820092662;-3.86673919950263;6.48137269915863;-36.1810090445094;-25.6327385183644;0;0;1;4;3;5;2;1;3;2;4;1;3;2;5;1;3;2;3;2;3;1;24;2;5;2;2;5;5
