ID_resp;sex;age;edugroup;forpleas;forentert;forrest;forcontart;forposh;forestet;formovm;forsocial;forchild;forticket
32709;1;2;2;3;3;3;3;3;3;3;3;3;3
32710;2;2;2;4;4;4;3;3;3;3;2;1;2
32712;2;3;3;4;4;3;4;4;4;4;2;1;1
32714;2;1;2;4;3;4;3;4;3;4;2;1;1
32716;2;3;3;4;4;3;3;4;4;3;2;1;3
32717;1;2;2;4;4;4;2;2;2;3;3;2;2
32722;2;3;3;4;3;3;3;3;4;4;2;1;1
32726;2;2;2;4;3;3;4;4;4;4;2;1;1
32727;1;2;2;4;4;4;3;2;4;4;3;1;1
32729;2;3;2;3;3;3;3;3;4;3;2;1;1
32730;2;2;3;4;3;4;4;4;3;4;3;1;1
32737;2;3;2;4;4;4;2;4;4;4;2;3;2
32738;1;2;3;4;4;4;3;3;3;3;2;2;2
32739;2;3;3;4;2;4;4;3;3;3;1;1;1
32740;1;3;2;4;4;4;4;4;4;4;3;3;1
32741;1;3;2;4;3;3;3;4;4;4;2;1;1
32742;2;3;2;4;4;4;3;4;4;4;4;3;2
32743;2;2;3;3;3;3;3;3;2;4;2;1;2
32746;1;2;2;4;4;4;4;3;4;3;2;4;1
32748;2;2;1;3;3;3;2;3;3;2;3;1;3
32749;2;1;2;4;4;3;3;4;3;2;2;1;1
32751;1;2;3;4;3;2;2;3;3;4;4;1;3
32755;2;3;3;2;4;3;3;3;4;4;4;3;3
32756;2;3;3;4;3;4;3;4;4;4;3;3;3
32758;2;2;3;4;4;3;2;2;3;4;3;2;3
32759;2;2;3;4;2;4;3;2;4;3;3;3;4
32761;2;3;3;4;4;4;4;3;4;3;4;3;3
32762;1;4;3;4;3;3;3;3;3;3;3;1;1
32770;1;2;2;4;4;4;4;4;2;4;2;3;1
32773;2;1;2;3;3;3;3;2;3;2;2;1;1
32776;1;2;3;4;3;3;2;3;4;4;1;4;3
32777;1;4;3;4;4;3;3;3;3;3;1;1;4
32780;2;2;3;4;4;3;4;2;3;4;2;3;4
32782;1;2;3;3;3;3;3;3;3;3;3;3;3
32784;2;3;3;4;3;4;3;3;4;4;3;1;1
32785;2;2;2;4;4;2;1;1;1;1;1;4;1
32789;1;2;3;4;4;2;4;4;3;3;2;3;2
32791;2;2;3;4;4;4;3;2;4;4;2;4;3
32797;2;3;3;3;4;3;4;3;3;3;3;4;3
32801;2;2;2;4;3;4;3;3;3;3;2;3;3
32805;2;2;2;4;4;3;3;4;4;4;3;2;2
32808;1;2;2;1;2;3;4;4;2;4;2;1;3
32809;1;2;2;4;3;4;3;4;2;4;3;4;2
32813;1;3;3;4;4;3;2;3;4;4;2;3;3
32815;2;2;2;3;4;4;1;4;3;4;3;3;3
32818;2;1;2;4;4;4;4;4;4;4;3;1;2
32819;1;1;1;3;3;3;3;3;3;3;3;1;3
32821;1;2;3;4;3;3;2;2;4;2;3;4;3
32824;2;3;3;4;4;4;3;3;4;4;2;2;3
32826;2;2;2;4;4;4;3;3;3;3;2;3;1
32828;2;2;3;2;3;3;2;3;1;2;2;1;3
32830;1;2;3;4;4;4;2;4;4;3;2;1;1
32831;2;2;3;4;3;3;3;4;3;3;3;3;3
32832;2;2;3;4;4;3;3;3;3;3;3;4;2
32833;1;3;2;3;3;4;3;3;3;3;3;2;1
32834;2;2;3;3;3;3;2;2;2;2;1;3;2
32835;2;2;3;2;4;3;3;3;4;3;2;1;3
32836;2;2;3;2;3;3;3;2;2;3;3;2;3
32839;1;2;3;4;4;3;3;3;4;3;4;2;2
32840;2;2;3;4;3;3;4;4;3;4;3;1;1
32844;1;2;3;4;4;2;3;3;3;4;3;1;1
32846;1;3;3;3;3;3;2;3;4;3;2;1;1
32847;2;3;3;4;4;4;3;4;3;4;2;2;1
32852;2;2;3;4;4;4;4;3;4;4;3;3;2
32854;1;2;3;4;4;4;4;4;4;4;4;1;2
32855;1;2;3;4;4;3;4;3;4;4;4;4;4
32856;1;3;2;4;3;3;4;4;4;3;2;4;1
32860;2;2;3;4;4;4;1;4;4;4;1;1;1
32861;1;2;2;4;4;4;4;4;4;4;4;3;2
32862;2;2;3;3;4;3;2;2;3;3;2;4;4
32863;2;2;2;4;4;4;4;4;4;4;4;3;1
32865;1;2;3;3;4;3;3;3;2;3;3;4;2
32866;2;2;3;4;4;4;2;2;2;3;3;1;2
32867;1;2;3;4;4;4;1;3;4;4;1;2;1
32869;1;3;3;4;4;4;4;4;4;4;3;1;1
32872;1;2;2;4;4;3;3;4;4;4;3;2;2
32873;2;2;3;4;3;4;2;2;1;3;4;4;3
32874;2;3;3;4;4;4;3;3;3;3;1;1;1
32875;1;2;3;3;3;3;3;3;3;3;3;3;3
32876;1;2;3;4;4;3;3;3;3;4;3;1;2
32877;1;2;3;4;4;4;3;4;4;4;1;1;2
32879;1;2;3;4;4;3;2;3;3;3;3;1;4
32880;2;2;3;3;3;3;3;3;2;3;3;1;2
32881;1;2;2;4;4;3;2;3;4;3;3;1;2
32884;1;3;2;3;3;3;3;3;4;4;3;1;3
32885;2;2;3;4;3;3;3;3;4;4;2;1;2
32886;2;2;3;4;4;4;2;4;3;4;3;2;1
32889;1;2;2;4;3;4;4;4;2;3;3;3;2
32890;1;2;3;4;3;4;1;4;3;3;2;1;1
32892;2;2;2;4;4;4;2;2;2;2;2;4;1
32893;1;2;3;4;4;3;4;3;4;3;3;4;2
32894;1;2;2;4;4;3;4;4;3;4;4;1;1
32895;1;2;2;4;4;4;2;2;3;4;2;1;2
32898;1;2;3;4;4;4;3;2;2;4;2;1;1
32900;2;2;2;4;4;4;4;4;4;4;3;3;1
32901;2;3;3;4;4;4;4;4;4;3;1;1;2
32902;2;2;3;3;3;3;3;3;3;3;3;1;3
32907;1;2;3;4;4;4;3;3;3;3;3;1;2
32912;2;2;3;4;4;4;4;4;4;4;4;1;1
32913;1;2;3;4;4;4;2;3;2;3;1;1;1
32915;2;1;2;4;4;3;4;4;3;4;2;1;1
32917;1;2;3;4;4;4;4;4;4;4;3;1;1
32922;2;3;2;3;3;3;2;3;3;4;2;4;1
32924;2;2;3;4;4;4;4;3;4;3;3;1;1
32925;2;2;3;4;3;3;4;4;3;4;3;3;1
32926;1;2;3;4;3;3;3;3;4;4;4;1;3
32927;2;2;3;4;4;4;3;3;4;3;3;2;2
32930;2;2;3;4;4;4;3;3;3;4;2;4;2
32932;2;2;3;4;4;3;3;3;3;3;1;1;2
32933;1;2;3;4;4;4;2;2;3;3;1;1;2
32935;1;2;3;4;3;3;2;4;3;3;1;4;1
32937;1;2;2;3;4;4;4;3;4;3;2;4;1
32938;1;2;3;4;3;4;2;4;4;3;2;2;4
32943;2;3;3;4;4;4;3;4;4;3;2;2;4
32952;2;3;2;4;4;4;4;4;4;4;1;2;1
32968;1;3;3;4;3;3;4;3;4;4;3;4;4
32982;1;1;2;4;3;3;3;3;1;3;1;1;1
32995;1;1;2;4;4;3;4;3;4;4;2;1;2
33003;1;3;3;4;4;4;3;4;4;4;3;2;2
33009;2;1;2;4;3;3;4;4;4;3;2;1;1
33012;2;1;2;4;4;4;4;3;4;3;3;1;1
33015;2;4;2;4;3;4;3;3;4;3;2;1;3
33026;2;3;3;4;3;3;4;4;3;4;4;3;3
33029;1;3;3;4;3;3;4;4;3;3;2;3;3
33030;1;3;3;4;4;3;3;4;4;4;2;4;1
33041;2;3;2;4;3;1;3;3;4;1;1;1;1
33044;1;1;2;4;4;4;2;3;3;3;4;1;4
33045;1;3;2;4;4;4;4;4;4;4;1;1;1
33047;2;1;2;4;4;4;4;2;4;4;4;3;1
33060;2;3;3;4;4;4;3;3;3;4;2;3;1
33063;2;3;2;4;2;4;4;4;4;4;2;1;1
33070;2;1;2;4;4;4;1;2;3;1;2;1;1
33073;1;3;2;4;4;4;4;4;4;4;3;2;1
33075;1;3;3;4;3;3;3;1;4;3;1;3;1
33079;2;1;2;4;3;4;1;1;2;1;4;1;4
33087;1;4;2;4;4;4;2;4;3;4;2;3;1
33090;1;1;3;4;4;4;4;4;4;4;4;4;4
33091;1;1;1;4;4;4;4;4;4;4;3;1;2
33096;1;4;3;3;4;1;3;4;3;3;2;3;1
33110;2;1;2;4;4;4;3;4;4;4;2;1;2
33111;2;3;2;4;4;4;4;4;4;4;2;1;1
33115;1;1;2;3;3;2;3;3;3;3;3;1;2
33116;1;1;2;3;3;3;3;3;2;3;4;1;2
33154;2;3;2;4;4;3;3;3;4;4;3;3;2
33155;2;3;2;3;3;3;3;2;3;3;3;2;2
33188;1;3;3;4;4;3;3;4;3;4;3;3;2
33217;1;4;2;4;4;4;3;3;4;4;3;1;1
33230;1;3;2;3;3;2;3;2;2;3;3;4;2
33231;1;4;2;3;2;4;2;1;2;4;1;2;2
33236;1;4;2;4;4;4;3;3;4;4;2;2;4
33249;1;3;2;4;4;4;4;4;3;4;3;2;3
33261;1;3;3;4;4;3;3;2;3;3;2;1;2
33265;1;3;3;3;3;3;2;3;2;3;2;3;1
33268;1;3;2;4;4;4;1;1;4;3;1;1;1
33271;1;4;2;3;3;3;3;3;3;3;3;3;3
33274;1;3;1;4;3;4;4;4;4;4;3;2;2
33286;1;4;3;4;4;4;4;4;4;3;3;3;4
33320;1;2;3;4;2;3;4;4;3;4;1;1;1
20170;1;4;1;3;3;4;1;1;2;3;1;1;1
20171;1;4;2;4;4;4;3;4;4;4;4;1;3
20172;1;4;1;4;2;3;2;2;2;2;3;1;2
20175;2;3;1;3;3;3;1;1;1;2;1;1;1
20177;2;3;2;4;4;3;3;3;3;3;3;2;1
20179;1;4;2;4;3;2;3;3;4;3;4;3;4
20184;1;4;3;3;3;3;2;3;3;3;3;3;3
20185;2;4;2;3;3;3;1;3;3;3;3;3;3
20187;1;4;1;3;3;1;1;1;1;3;3;1;3
20188;2;4;2;3;4;4;1;3;3;3;4;3;2
20189;2;4;2;3;3;3;2;2;2;2;2;2;2
20191;2;4;3;4;4;4;3;3;3;3;3;2;2
20194;2;3;3;4;4;4;4;4;4;4;4;3;2
20195;1;3;1;4;4;4;2;2;1;2;2;1;1
20196;2;4;2;4;4;4;3;4;4;3;3;1;3
20197;2;3;3;3;4;4;3;3;4;3;4;3;3
20199;2;2;3;3;3;3;4;4;3;3;3;2;2
20200;1;4;3;4;4;4;2;2;2;3;3;3;4
20202;2;3;3;4;4;3;3;3;4;4;3;3;4
20207;2;3;3;3;3;2;2;4;4;3;1;2;1
20210;1;4;2;3;4;4;4;3;4;4;4;3;3
20212;2;4;2;4;4;4;4;3;4;4;4;3;2
20216;1;3;2;4;3;4;4;2;3;3;1;4;2
20223;2;4;2;3;3;3;3;3;2;3;3;1;1
20226;1;4;3;3;3;3;3;2;2;2;2;2;3
20228;1;2;3;4;3;3;3;3;4;4;2;3;2
20232;1;3;3;4;4;4;4;4;4;4;4;4;4
20235;2;3;2;4;3;3;3;3;2;3;3;2;3
20239;2;4;2;4;4;3;4;4;3;4;3;2;3
20244;2;3;2;3;2;4;2;2;2;4;2;1;2
20246;1;4;2;4;4;4;4;3;2;4;2;3;1
20249;2;3;3;3;3;3;3;3;3;3;3;3;3
20252;1;4;3;4;4;4;3;3;4;3;3;4;2
20253;1;4;3;1;1;1;1;1;1;1;1;1;1
20254;1;4;3;3;3;3;3;3;2;3;3;1;3
20255;2;3;2;4;4;4;3;4;4;4;4;4;3
20256;1;2;3;3;4;3;3;4;3;4;3;4;4
20257;2;4;3;3;3;2;3;3;4;3;4;3;4
20258;1;4;3;4;4;4;1;3;3;3;2;3;2
20261;2;4;3;3;3;4;2;4;4;4;4;4;1
20262;2;3;3;4;3;4;3;3;3;3;3;4;3
20263;1;4;3;4;4;3;3;2;3;2;4;3;2
20264;2;4;2;4;4;4;3;4;2;3;3;3;3
20277;2;4;3;4;3;3;3;4;3;3;3;3;4
20284;2;2;3;4;4;4;2;4;4;4;3;1;2
20286;2;4;2;4;4;4;3;4;4;4;3;1;1
20290;2;4;1;4;4;3;4;4;4;3;4;4;4
20291;2;4;2;3;3;3;2;3;3;3;3;2;3
20294;1;4;3;3;3;3;3;3;3;3;3;2;2
20301;2;3;2;4;3;3;2;2;3;4;3;2;1
20305;2;4;2;4;4;4;3;3;3;4;2;2;2
20311;2;3;1;4;3;4;2;3;3;3;3;3;1
20313;2;4;2;3;3;3;3;3;3;3;3;3;3
20314;2;4;2;4;3;4;2;2;2;4;3;4;1
20319;2;4;3;4;3;4;2;3;4;4;4;4;2
20323;2;4;2;4;4;4;4;4;4;4;4;4;4
20325;2;4;2;4;4;4;1;4;4;4;2;2;2
20327;1;4;3;4;4;4;3;4;4;4;4;3;2
20328;2;3;1;4;4;4;4;3;4;3;3;2;2
20331;1;2;3;3;3;3;2;3;3;3;3;2;2
20333;2;4;1;4;4;4;3;4;4;3;3;3;3
20336;2;4;2;4;4;4;4;4;4;4;4;4;1
20341;2;4;3;4;3;4;3;4;4;4;4;4;2
20343;1;4;2;4;3;3;2;4;3;4;1;2;1
20346;2;3;2;4;2;3;3;3;3;4;2;4;1
20347;1;3;2;4;4;4;2;4;4;4;4;4;1
20348;2;3;2;4;4;4;4;4;4;4;1;1;1
20352;1;4;1;4;4;2;2;3;4;4;2;2;1
20357;1;4;3;4;4;4;3;4;4;3;4;2;2
20366;2;3;2;4;3;3;3;3;3;4;2;1;2
20368;2;3;3;4;4;3;2;2;2;4;2;4;1
20369;1;3;3;3;3;3;3;3;3;3;3;3;2
20374;2;4;3;4;3;3;2;3;4;4;2;3;2
20380;2;3;3;4;3;3;1;3;3;3;3;1;1
20386;1;3;3;4;4;4;4;3;4;4;3;4;3
20391;1;3;1;4;4;3;2;2;2;2;2;1;2
20393;1;3;3;3;3;3;3;3;3;3;3;2;2
20394;2;4;3;3;3;3;3;3;3;3;3;4;3
20405;1;4;3;4;4;3;3;3;3;4;2;2;2
20408;2;3;2;4;4;3;2;2;4;3;1;1;2
20410;2;4;3;4;4;4;4;4;4;4;2;1;2
20411;1;3;2;3;3;3;3;3;3;3;3;3;3
20412;2;3;2;4;4;4;4;4;4;4;4;2;2
20414;2;4;2;4;4;4;3;4;4;4;4;3;2
20417;2;3;3;4;4;4;3;3;3;3;3;2;3
20422;1;3;3;3;3;3;2;2;3;2;2;3;2
20424;2;3;3;4;4;4;2;3;3;3;3;2;3
20425;2;4;3;4;4;4;3;4;3;3;2;3;2
20431;2;3;2;3;3;3;3;3;3;3;3;3;3
20432;2;4;2;4;3;4;2;2;2;3;2;2;3
20434;2;3;1;4;3;3;3;3;3;4;2;1;3
20436;2;3;2;3;3;3;3;3;3;3;2;3;2
20437;1;3;2;4;3;3;3;3;3;3;3;1;1
20440;2;4;2;4;4;4;3;2;3;2;3;4;4
20444;2;4;2;4;3;3;4;4;3;3;3;2;1
20446;1;4;2;3;3;3;3;3;3;3;3;3;2
20454;2;3;2;4;4;4;3;4;4;4;4;3;4
20456;2;4;1;4;3;4;2;3;4;3;4;3;4
20457;1;4;2;4;4;4;3;4;3;3;4;2;3
20459;2;4;1;3;2;3;3;1;3;4;2;2;3
20460;2;3;2;3;3;3;3;3;3;3;3;2;2
20461;2;4;2;4;4;4;4;3;4;4;2;4;4
20464;2;4;3;4;4;4;4;4;3;3;4;3;2
20465;2;3;3;4;4;3;3;3;2;2;2;3;2
20473;2;4;1;4;4;3;3;3;3;4;3;3;2
20477;1;4;2;3;3;3;3;3;3;3;3;3;3
20481;1;4;2;3;3;3;3;3;2;3;4;2;2
20484;1;4;2;3;3;3;3;3;3;3;3;3;3
20493;1;3;3;4;3;4;3;3;3;3;3;4;4
20495;1;3;3;4;3;3;4;4;4;3;4;4;3
20496;1;4;3;3;4;4;4;4;2;4;4;1;1
20497;1;4;3;4;3;4;4;4;4;4;3;4;3
